mean_fit_time|params|mean_test_accuracy|std_test_accuracy|mean_test_f1|std_test_f1|mean_test_balanced_accuracy|std_test_balanced_accuracy|mean_test_roc_auc|std_test_roc_auc|Model|Dataset
2.0101901054382325|{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 30, 'n_jobs': -1}|0.9816794641820327|2.566997921782388e-07|0.0|0.0|0.5|0.0|0.8813625932324033|0.013509827384161632|RandomForestClassifier()|Data Original
6.372317266464234|{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 100, 'n_jobs': -1}|0.9816794641820327|2.566997921782388e-07|0.0|0.0|0.5|0.0|0.8849356600477734|0.00947113235420799|RandomForestClassifier()|Data Original
2.149425745010376|{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 30, 'n_jobs': -1}|0.9816794641820327|2.566997921782388e-07|0.0|0.0|0.5|0.0|0.8858414241693329|0.007072557577174578|RandomForestClassifier()|Data Original
6.2590498447418215|{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100, 'n_jobs': -1}|0.9816794641820327|2.566997921782388e-07|0.0|0.0|0.5|0.0|0.8867860704256758|0.007694690112854117|RandomForestClassifier()|Data Original
3.165791702270508|{'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 30, 'n_jobs': -1}|0.9823099986301654|0.00012536177218710494|0.07532797052680665|0.013175114434168658|0.5196476839754801|0.003599029830166433|0.9178351443061127|0.0049367353678350535|RandomForestClassifier()|Data Original
10.591586923599243|{'criterion': 'gini', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 100, 'n_jobs': -1}|0.9823450273537186|0.00016142311914550225|0.0754231425788506|0.01652295472307791|0.5196655258253231|0.004465388218199181|0.920185111464885|0.006260796966911468|RandomForestClassifier()|Data Original
3.2072275161743162|{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 30, 'n_jobs': -1}|0.9823450288261842|0.0001328968843439852|0.07751622698392009|0.012634756979226336|0.5202284344821477|0.003441943651489876|0.9176517585028826|0.006900962317422804|RandomForestClassifier()|Data Original
10.229605579376221|{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100, 'n_jobs': -1}|0.9824010747838694|0.0002038901191251885|0.08171630226569636|0.018456022684473973|0.5213827987555456|0.004982030923927681|0.9202634941726279|0.006697074198538124|RandomForestClassifier()|Data Original
2.0559749603271484|{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 30, 'n_jobs': -1}|0.9816794641820327|2.566997921782388e-07|0.0|0.0|0.5|0.0|0.8925128520254981|0.007496958944167323|RandomForestClassifier()|Data Original
6.414158487319947|{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 100, 'n_jobs': -1}|0.9816794641820327|2.566997921782388e-07|0.0|0.0|0.5|0.0|0.8911942806315164|0.00794350081596009|RandomForestClassifier()|Data Original
1.9948922634124755|{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 30, 'n_jobs': -1}|0.9816794641820327|2.566997921782388e-07|0.0|0.0|0.5|0.0|0.8885861399545112|0.007279206638080701|RandomForestClassifier()|Data Original
6.5039793968200685|{'criterion': 'entropy', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100, 'n_jobs': -1}|0.9816794641820327|2.566997921782388e-07|0.0|0.0|0.5|0.0|0.8903204214476418|0.008080305568362459|RandomForestClassifier()|Data Original
3.318793535232544|{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 30, 'n_jobs': -1}|0.9823450273537186|0.00014372958867434876|0.07412726271443035|0.01320008580684797|0.5192902532601119|0.0035513585611135733|0.9235136008897646|0.005660325221240065|RandomForestClassifier()|Data Original
10.538009786605835|{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'auto', 'n_estimators': 100, 'n_jobs': -1}|0.9823099981393437|0.00016438399476551667|0.07060585104944588|0.012952451664296144|0.5183342303155613|0.0034607241273526316|0.9255744089455582|0.0053907745515455584|RandomForestClassifier()|Data Original
3.1862366676330565|{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 30, 'n_jobs': -1}|0.9822819739334465|0.00013197388776371073|0.07178869719670233|0.015183565641836755|0.5186952295282261|0.004116158664920635|0.9239243993956343|0.005233147955291444|RandomForestClassifier()|Data Original
9.499948596954345|{'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100, 'n_jobs': -1}|0.9823240091379433|0.0002086741586253138|0.07262454060260276|0.018114451704331035|0.5189042758396512|0.0048660494544762855|0.925668224435795|0.0056149098799759024|RandomForestClassifier()|Data Original
